"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2016&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 17:19:05 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Lebanon",2921,"OH","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Lebanon Pines 1 & 2",57604,"CT","Electric Utility","IC","DFO","Petroleum Liquids"
"Lebanon Solar",57488,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lederle Laboratories",10521,"NY","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Lee Combined Cycle Plant",58215,"NC","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Lee County Landfill",56120,"SC","Electric Utility","GT, IC","LFG","Landfill Gas"
"Lee County Solid Waste Energy",52010,"FL","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Lee Creek Water Treatment Facility",54283,"AR","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lee Energy Facility",55236,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Leesville",3777,"VA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Leggett Solar, LLC",60783,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Legoland Solar",60371,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"Leicester One MA Solar LLC",58282,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Leland Olds",2817,"ND","Electric Utility","ST","RC","Conventional Steam Coal"
"Lemolo 1",3029,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lemolo 2",6421,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lemon Creek",64,"AK","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Lemoore 1",60142,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lempster Wind LLC",56399,"NH","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lenape II",58703,"IN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lennon Generating",59436,"MI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Lenoir Farm",58333,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lenoir Farm 2",58334,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lenox",1158,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Leominster",60073,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Leominster (MA)-South Street-R&D",59745,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Leon Creek",3609,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Leonardo Wind 1 LLC",59228,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lepomis PV Energy LLC",59085,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lewis & Clark",6089,"MT","Electric Utility","IC, ST","LIG, NG","Multiple"
"Lewis Creek",3457,"TX","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Lewis Smith Dam",18,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lewiston Niagara",2692,"NY","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Lewiston Solar",59174,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lewisville",794,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lexington",56261,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Lexington Health Center",56067,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Libby",6172,"MT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Liberty Electric Power Plant",55231,"PA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Liberty I & II LFGTE",56465,"IN","Electric Utility","IC","LFG","Landfill Gas"
"Lieberman",1417,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Life Technologies - Pleasanton",59279,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Life Technologies Carlsbad",58302,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Lighthouse Hill",2582,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lightning Dock Geothermal HI-01, LLC",58629,"NM","IPP Non-CHP","BT","GEO","Geothermal"
"Lightolier Wind I Turbine",59639,"MA","Industrial Non-CHP","WT","WND","Onshore Wind Turbine"
"Lignetics of Maine, LLC.",55034,"ME","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Lilliwaup Falls Generating",50700,"WA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lilly Technical Center",58043,"IN","Industrial Non-CHP","IC, ST","DFO, PUR","Multiple"
"Lime Creek",7155,"IA","Electric Utility","GT","DFO","Petroleum Liquids"
"Lime Saddle",255,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lime Wind",57803,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Limerick",6105,"PA","IPP Non-CHP","ST","NUC","Nuclear"
"Limerick Road Solar Farm",60537,"VT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Limestone",298,"TX","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"Limon Generating Station",55504,"CO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Limon III Wind LLC",59083,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Limon Wind I",58126,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Limon Wind II",58127,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lincoln",1300,"KS","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Lincoln Combustion",7277,"NC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Lincoln Financial Field",58231,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lincoln Generating Facility",55222,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Lincoln Landfill",57988,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Lincoln Solar",58496,"IN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lincoln Solar, LLC (NC)",60399,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lincoln Turbines",7366,"WI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Lincolnton High School",56341,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Lindberg FIeld Solar",60060,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lindberg Field Solar 2",60984,"CA","IPP Non-CHP","--","--","--"
"Linde Wilmington",50148,"CA","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Linden Cogen Plant",50006,"NJ","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Linden Solar Farm",57381,"NJ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Linden Wind Energy Project",57635,"WA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Lindsay Solar",58308,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Litchfield",1989,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Little Bay",60495,"RI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Little Chute",4119,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Little Cottonwood",6537,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Little Elk Wind Project LLC",58999,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Little Falls (MN)",1896,"MN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Little Falls (WA)",3866,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Little Falls Hydro",51034,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Little Goose",3926,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Little Gypsy",1402,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Little Mac Project",10049,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Little Pringle I Wind Farm",57263,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Little Pringle II Wind Farm",57264,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Little Quinnesec Falls Hydro Project",57190,"WI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Little River PV 1",59521,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Little Rock Pham Solar",60026,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Little Wood Hydro Project",54386,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Littlefield Solar Center LLC",58809,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Live Oak Limited",54768,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Live Oak Solar, LLC",60063,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Livingston Generating Facility",55054,"IL","Electric Utility","GT","LFG","Landfill Gas"
"Livingston Generating Station",55102,"MI","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Livingston Solar Canopies",58505,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Livingston Solar Farm",58504,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Llano Estacado Wind Ranch",55579,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lloyd Shoals",712,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lochmere Hydroelectric Plant",54572,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lockhart",3275,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lockheed Martin Solar System",59867,"FL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lockheed Martin Sunnyvale",57808,"CA","IPP Non-CHP","FC","NG","Other Natural Gas"
"Lockport Energy Associates LP",54041,"NY","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Lockport Powerhouse",10903,"IL","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lockville Hydropower",10051,"NC","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lockwood Hydroelectric Facility",10066,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Locust Ridge",56470,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Locust Ridge II LLC",56770,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lodi",7451,"CA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Lodi Energy Center",57978,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Loess Hills",56538,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Logan City",4251,"UT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Logan Generating Company LP",10043,"NJ","IPP CHP","ST","BIT","Conventional Steam Coal"
"Logan Martin Dam",14,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Logan Wind Energy",56613,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Logans Gap Wind LLC",59442,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Logansport",1032,"IN","Electric Utility","--","--","--"
"Loma Linda University Cogen",10206,"CA","Commercial CHP","GT, IC","DFO, NG","Multiple"
"Lon Wright",2240,"NE","Electric Utility","GT, ST","NG, SUB","Multiple"
"London",6560,"WV","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lone Star",3477,"TX","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Lone Valley Solar Park I LLC",58417,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lone Valley Solar Park II LLC",59237,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lonesome Creek Station",57943,"ND","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Long Beach Generation LLC",341,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Long Creek Waste Water Plant",57630,"NC","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Long Farm 46 Solar, LLC",60208,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Long Island Solar Farm LLC",57589,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Long Lake",3867,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Longboat Solar, LLC",60485,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Longfalls Facility",54548,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Longhorn Wind",58772,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Longview Fibre",54562,"WA","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Longview Power Plant",56671,"WV","IPP Non-CHP","ST","BIT","Conventional Steam Coal"
"Longview Solar",60735,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Longwood Gardens",57768,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lookout Point",3083,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lookout Shoals",2726,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lookout Windpower LLC",56700,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Loon Lake",432,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Loraine County Project",56869,"OH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Loraine Windpark Project LLC",57303,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lordsburg Generating",7967,"NM","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Lorin Industries",60102,"MI","Industrial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Los Alamos PV Site",58256,"NM","Electric Utility","BA, PV","MWH, SUN","Multiple"
"Los Angeles Harbor College",57314,"CA","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Los Angeles Refinery Wilmington",54451,"CA","Industrial CHP","GT, OT","NG, OG","Multiple"
"Los Esteros Critical Energy Center",55748,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Los Lunas Solar Energy Center",57571,"NM","Electric Utility","PV","SUN","Solar Photovoltaic"
"Los Medanos Energy Center",55217,"CA","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Los Vientos V Wind Power",60059,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Los Vientos Wind 1A",57751,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Los Vientos Wind 1B",57752,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Los Vientos Windpower III",59320,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Los Vientos Windpower IV",59321,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lost Creek",6174,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lost Creek I",10708,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lost Creek Wind Energy Facility",57189,"MO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lost Hills Cogeneration Plant",52077,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Lost Hills/Blackwell",58711,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lost Lakes Wind Farm LLC",57111,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lost Nation",2362,"NH","Electric Utility","GT","DFO","Petroleum Liquids"
"Lost Pines 1 Power Project",55154,"TX","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Loud",1712,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Louis Doc Bonin",1443,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Louisa",6664,"IA","Electric Utility","ST","RC","Conventional Steam Coal"
"Louisa Generation Facility",7837,"VA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Louisiana 1",1391,"LA","Industrial CHP","GT, ST","OG","Other Gases"
"Louisiana 2",1392,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Louisiana Sugar Refining",10301,"LA","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Louisiana Tech University Power Plant",54240,"LA","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Low Line Rapids",10808,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Low Moor",3799,"VA","Electric Utility","GT","DFO","Petroleum Liquids"
"Lowell Solar Landfill",59873,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lower Baker",3855,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Beaver Falls Project",54691,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lower Cape May HS",60769,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lower Granite",6175,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Malad",815,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Middlebury",3716,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Molina",520,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Monumental",3927,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Mount Bethel Energy",55667,"PA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Lower No 1",7012,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower No 2",843,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Salmon",816,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Saranac Hydroelectric Facility",10214,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lower Snake River Wind Energy Project",57195,"WA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Lower Tule River",365,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Lower Village Water Power Project",50285,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Loyola University Health Plant",58181,"IL","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Lubbock Wind Ranch",57259,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Lucky Peak Power Plant Project",10014,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lucky Wind",56412,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Ludington",1713,"MI","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Ludlow Landfill",59135,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Luke Mill",50282,"MD","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Lumberton",10382,"NC","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Luna Energy Facility",55343,"NM","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Lundgren Wind Project",58884,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Lundy",342,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Luray Hydro Station",3789,"VA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Luther College Wind Project",58407,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Luverne",1990,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"Luverne Wind Farm",57031,"ND","Electric Utility","WT","WND","Onshore Wind Turbine"
"Lux Solar, LLC",61284,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Lycoming County",57582,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Lyons",2253,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Lyons Falls Hydroelectric",56703,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Lyonsdale Associates",50652,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"M L Hibbard",1897,"MN","Commercial CHP","ST","WDS","Wood/Wood Waste Biomass"
"M Street Jet",10176,"MA","IPP Non-CHP","GT","KER","Petroleum Liquids"
"M. G. Emmett J. Bean Federal Center",58178,"IN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MA Military Reservation Wind Project",57253,"MA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"MAS ASB Cogen Plant",58484,"GA","Industrial Non-CHP","IC","LFG","Landfill Gas"
"MC1 Solar",60395,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MCAGCC Cogen Plant",58914,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"MCCo Solar Generating Facility",59324,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MCLB Landfill Gas to Energy",59335,"GA","IPP CHP","IC","OBG","Other Waste Biomass"
"MDFA Devens-Saratoga",61350,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MEBA",60496,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MEPI GT Facility",7858,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"MESA 1",60016,"WA","Electric Utility","BA","MWH","Batteries"
"MF Mesa Lane LLC",56993,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MILL SOLAR 1",61160,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"MJMEUC Generating Station #1",56478,"MO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"MM Albany Energy",55155,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM Hartford Energy",55163,"CT","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM Lopez Energy",55161,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM Prince William Energy",55156,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM San Diego-Miramar",55094,"CA","IPP CHP","IC","LFG","Landfill Gas"
"MM San Diego-North City",55602,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM Taunton Energy",55093,"MA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM Tulare Energy",55160,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MM West Covina",54015,"CA","IPP Non-CHP","GT, ST","LFG","Landfill Gas"
"MM Yolo Power",54567,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"MMSD Jones Island Wastewater",54851,"WI","Commercial CHP","GT","LFG, NG","Multiple"
"MMSD South Shore Wastewater",55525,"WI","Commercial CHP","IC","OBG","Other Waste Biomass"
"MMWAC Resource Recovery Facility",50035,"ME","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"MNDOT Standby Generation",55824,"MN","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"MP Durham LLC",57365,"NC","IPP Non-CHP","IC","LFG","Landfill Gas"
"MP Wayne LLC",57366,"NC","IPP Non-CHP","IC","LFG","Landfill Gas"
"MPC Generating",7764,"GA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"MPEA Energy Center",55067,"IL","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"MSC Croswell",57950,"MI","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"MSC Sebewaing",57949,"MI","Industrial CHP","ST","BIT","Conventional Steam Coal"
"MTHS Co-Gen Buildings",58825,"IL","IPP CHP","IC","NG","Natural Gas Internal Combustion Engine"
"MTSU Power Co-Gen Plant",58179,"TN","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"MU Combined Heat and Power Plant",50969,"MO","Commercial CHP","GT, IC, ST","BIT, DFO, NG","Multiple"
"MVUT",10600,"CA","Industrial CHP","--","--","--"
"Ma",58451,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Maalaea",6504,"HI","Electric Utility","CA, CT, IC","DFO","Petroleum Liquids"
"Mabelvale",171,"AR","Electric Utility","--","--","--"
"MacArthur Waste to Energy Facility",51038,"NY","Commercial Non-CHP","ST","MSW","Municipal Solid Waste"
"Macho Springs",59010,"NM","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Macho Springs Power I",57947,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Macksburg Wind Project",58885,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Macomb",2583,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Macon",2141,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Macon Energy Center",56127,"MO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Macon Solar Power Project",59729,"MO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Macys Goodyear",57673,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Maddox",2446,"NM","Electric Utility","GT, ST","NG","Multiple"
"Madelia",30,"MN","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Madelyn Solar, LLC",59409,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Madera Community Hospital",58522,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Madison",55110,"OH","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Madison Dam",6422,"MT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Madison Utilities",7469,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Madison Windpower LLC",55769,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Magic Dam Hydroelectric Project",10740,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Magic Valley Generating Station",55123,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Magic Valley Wind Farm I LLC",57802,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Magnet Cove",55714,"AR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Magnolia Power Plant",55451,"MS","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Magnolia Power Project",56046,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mahoning",57411,"OH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mahoning Creek Hydroelectric Project",58685,"PA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Maiden Community Center",56342,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Main Canal Headworks",56698,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Main Street (MI)",1853,"MI","Electric Utility","IC","DFO, NG","Multiple"
"Main Street Solar Project",59682,"VT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Maine Independence Station",55068,"ME","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mainline Windfarm",57429,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Majestic 1 Wind Farm",56648,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Majestic II Wind",58363,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Major Oak Power",7030,"TX","IPP Non-CHP","ST","LIG","Conventional Steam Coal"
"Malaga Power LLC",56239,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Malburg",56041,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Malden",2142,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
