"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=A&datecode=2009&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Mon Nov 25 2019 16:59:17 GMT-0800 (Pacific Standard Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"St. Charles Power Plant",56100,"MN","Electric Utility","IC","DFO","Petroleum Liquids"
"St. Michael",57061,"AK","Electric Utility","IC","JF","Petroleum Liquids"
"Stafford",1325,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Stahl Wind Energy",56409,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Stairs",3659,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stallings",895,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Stampede",7066,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stanberry",8110,"MO","Electric Utility","IC","DFO, NG","Multiple"
"Standby Generation Plant",50310,"FL","Commercial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Stanislaus",285,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stanton",2824,"ND","Electric Utility","ST","SUB","Conventional Steam Coal"
"Stanton Energy Center",564,"FL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Stanton Wind Energy LLC",56644,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Stark",2613,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Starrett City Cogen Facility",50743,"NY","Commercial CHP","IC, ST","DFO, NG","Multiple"
"State Auto Insurance",56244,"SD","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"State Center",1187,"IA","Electric Utility","IC","DFO, NG","Multiple"
"State Farm",7556,"IL","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"State Farm Insur Support Center Central",55390,"TX","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"State Farm Support Center East",55274,"GA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"State Line Combined Cycle",7296,"MO","Electric Utility","CA, CT, GT","NG","Multiple"
"State Line Energy",981,"IN","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"State St Generating",7970,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"State-Fuel Level Increment",99999,"--","--","--","--","--"
"Statesville Delivery No 3",56552,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Statesville, Highway 64",56062,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Station H",2135,"MO","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Station I",2136,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Steamboat 1",50763,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Steamboat 1A Power Plant",52138,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Steamboat Hills LP",50654,"NV","IPP Non-CHP","BT, ST","GEO","Geothermal"
"Steamboat II",54665,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Steamboat III",54666,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Stebbins",57055,"AK","Electric Utility","IC","JF","Petroleum Liquids"
"Steel Winds Wind Farm",56575,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sterling",1326,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Sterling Avenue",860,"IL","Electric Utility","--","--","--"
"Sterling Power Plant",50744,"NY","IPP CHP","CA, CT, IC","DFO, NG","Multiple"
"Sterlington",1404,"LA","Electric Utility","CA, CT, ST","NG","Multiple"
"Stetson Wind I",56989,"ME","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Stevens Community Medical Center",56245,"MN","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Stevens Creek",736,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stevens Mills Dam",10109,"NH","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stevens Point",3973,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stevens Point Mill",55861,"WI","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Stevenson",553,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stewart Mountain",150,"AZ","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stewarts Bridge",2614,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stiles",4147,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stillwater Facility",50765,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Stillwater Hydro Electric Project",54395,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stillwater Hydro Station",1478,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stillwater Reservoir Hydro",50513,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stillwater Water Treatment Plant",55987,"OK","Electric Utility","IC","DFO","Petroleum Liquids"
"Stingray Facility",54531,"LA","Industrial Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Stock Island",6584,"FL","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Stockton",1327,"KS","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Stockton Biomass",54238,"CA","IPP CHP","ST","BIT","Conventional Steam Coal"
"Stockton Cogen",10640,"CA","IPP CHP","ST","BIT","Conventional Steam Coal"
"Stockton Hydro",2124,"MO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stone Container Missoula Mill",50814,"MT","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"Stone Container Ontonagon Mill",50812,"MI","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Stone Creek",7508,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Stoney Corners Wind Farm",57131,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Stony Brook",6081,"MA","Electric Utility","CA, CT, GT, IC","DFO","Petroleum Liquids"
"Stony Brook Cogen Plant",54149,"NY","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Stony Creek Wind Farm LLC",56980,"PA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Stony Gorge",7151,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Storm Lake 1",54793,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Storm Lake II",55287,"IA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Story City",1188,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Stowe Power Production Plant",50578,"PA","IPP Non-CHP","GT","LFG","Landfill Gas"
"Straits",1718,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Strawberry Creek",6393,"WY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Streator Energy Partners LLC",55760,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Streeter Station",1131,"IA","Electric Utility","ST","BIT","Conventional Steam Coal"
"Strontia Springs Hydro Plant",10081,"CO","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Stryker",2881,"OH","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Stryker Creek",3504,"TX","IPP Non-CHP","IC, ST","DFO, NG","Multiple"
"Stuart (IA)",1190,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Stuart (NE)",2305,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Sturgeon",2486,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Sturgis City Diesel Plant",1855,"MI","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Sub 2 Generating Station",56126,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Sub 3 Generating Station",56128,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Suffolk Energy Partners LP",54781,"VA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Sugar Creek Power",55364,"IN","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Sugar Island",2616,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Sugarloaf Hydro Plant",50435,"CO","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Sullivan",3053,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Sullivan (IL)",969,"IL","Electric Utility","IC","DFO","Petroleum Liquids"
"Sumas Power Plant",54476,"WA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Summer Falls Power Plant",56695,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Summit Lake",1206,"IA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Sumner",1191,"IA","Electric Utility","IC","DFO, NG","Multiple"
"Sumpter",7972,"MI","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Sumpter Energy Associates",54536,"MI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Sun Peak Generating Station",54854,"NV","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Sun River LLC",55562,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sun Trust Plaza",54845,"GA","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"SunE Alamosa",56481,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison Anheuser Busch Fairfield",57010,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison Ironwood State Prison",57007,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison LV Sutton Plant Site",56938,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison Procter & Gamble Oxnard",57008,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison Walgreens Moreno Valley",57004,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"SunEdison Walmart Apple Valley DC",57012,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Sunbury Generation LP",3152,"PA","IPP Non-CHP","GT, IC, ST","BIT, DFO","Multiple"
"Sundance",55522,"AZ","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Sunnyside Cogen Associates",50951,"UT","IPP Non-CHP","ST","WC","Conventional Steam Coal"
"Sunoco Eagle Point Refinery",55113,"NJ","Industrial CHP","ST","OG","Other Gases"
"Sunray 2",10437,"CA","IPP Non-CHP","ST","SUN","Solar Thermal without Energy Storage"
"Sunray 3",10438,"CA","IPP Non-CHP","ST","SUN","Solar Thermal without Energy Storage"
"Sunray Wind I",57326,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sunrise",2326,"NV","Electric Utility","GT, ST","NG","Multiple"
"Sunrise Power LLC",55182,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Sunset Breeze LLC",56586,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Superior",1744,"MI","Electric Utility","GT","DFO","Petroleum Liquids"
"Superior Falls",1757,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Superior Landfill Gas Recovery",57026,"GA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Surry",3806,"VA","Electric Utility","ST","NUC","Nuclear"
"Sutherland",1077,"IA","Electric Utility","ST","SUB","Conventional Steam Coal"
"Sutherland IC",2306,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Sutter Energy Center",55112,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Suwannee River",638,"FL","Electric Utility","GT, ST","DFO, NG, RFO","Multiple"
"Suwannee River Chemical Complex",50473,"FL","Industrial CHP","ST","OTH","All Other"
"Swan Falls",819,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Swan Lake",70,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Swanmill Windfarm I",54650,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sweatt",2048,"MS","Electric Utility","GT, ST","NG","Multiple"
"Sweeny Cogen Facility",55015,"TX","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Sweetwater Wind 1 LLC",56211,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sweetwater Wind 2 LLC",56212,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sweetwater Wind 3 LLC",56311,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sweetwater Wind 4 LLC",56337,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Sweetwater Wind 5",56372,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Swift 1",3850,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Swift 2",6265,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Swift Creek",6394,"WY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Swift Creek Chemical Complex",50474,"FL","Industrial CHP","ST","OTH","All Other"
"Swinging Bridge 2",2634,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Sycamore (IA)",8029,"IA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Sycamore (WI)",3993,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Sycamore Cogeneration",50134,"CA","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Sycamore Energy 1",10387,"CA","IPP Non-CHP","GT","LFG","Landfill Gas"
"Syl Laskin",1891,"MN","Electric Utility","ST","SUB","Conventional Steam Coal"
"Sylvan",1900,"MN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Sylvarena",7989,"MS","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Syracuse # 2",2256,"NE","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Syracuse Energy",50651,"NY","IPP CHP","ST","BIT","Conventional Steam Coal"
"T B Simon Power Plant",10328,"MI","Commercial CHP","GT, ST","BIT, NG","Multiple"
"T H Wharton",3469,"TX","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"T J Labbe Electric Generating",56108,"LA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"TES Filer City Station",50835,"MI","IPP CHP","ST","BIT","Conventional Steam Coal"
"TG Windfarm LLC",56199,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"THUMS",56051,"CA","Industrial Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"TMC LLC",10347,"FL","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"TP 4",3586,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"TPC Windfarms LLC",54647,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"TS Power Plant",56224,"NV","IPP Non-CHP","ST","SUB","Conventional Steam Coal"
"TVA Southaven Combined Cycle",55269,"MS","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"TXU Sweetwater Generating Plant",50615,"TX","IPP CHP","--","--","--"
"Table Rock",2166,"MO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tacoma",6206,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Taconite Harbor Energy Center",10075,"MN","Electric Utility","ST","SUB","Conventional Steam Coal"
"Taconite Ridge 1 Wind Energy Center",56630,"MN","Electric Utility","WT","WND","Onshore Wind Turbine"
"Taft 26C Cogen",52085,"CA","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Taft Cogeneration Facility",55089,"LA","Industrial CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Taftville",554,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Tait Electric Generating Station",55248,"OH","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Tajiguas Plant",55603,"CA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Talbot County Energy",7916,"GA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Talcville",7583,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"TalenEnergy Martin Creek LLC Allentown",3139,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek",3148,"PA","IPP Non-CHP","GT, ST","NG, RFO","Multiple"
"TalenEnergy Martins Creek LLC Fishbach",3142,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC Harrisburg",3143,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC Harwood",3144,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC Jenkins",3146,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC Lock Haven",3147,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC West Shore",3154,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Martins Creek LLC Williamsport",3155,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"TalenEnergy Montour",3149,"PA","IPP Non-CHP","ST","BIT","Conventional Steam Coal"
"TalenEnergy Susquehanna",6103,"PA","IPP Non-CHP","ST","NUC","Nuclear"
"Tallassee Hydro Project",7191,"GA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Tallulah Falls",723,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tamarack Energy Partnership",50099,"ID","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Tangier",6390,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Tanner Street Generation",54586,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tanners Creek",988,"IN","Electric Utility","ST","BIT","Conventional Steam Coal"
"Tannery Island Power",50416,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Tasley",3785,"VA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Tatanka Wind Power LLC",56669,"ND","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Tate & Lyle Decatur Plant Cogen",10867,"IL","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Taum Sauk",2108,"MO","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Taylor",56870,"GA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Taylor Draw Hydroelectric Facility",54729,"CO","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Taylorville",2617,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Tazewell Gas Recovery",50721,"IL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Teche",1400,"LA","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Tecumseh",2308,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Tecumseh Energy Center",1252,"KS","Electric Utility","GT, ST","NG, SUB","Multiple"
"Tehachapi Wind Resource I",10191,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Tehachapi Wind Resource II",54909,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Telogia Power",50774,"FL","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Temescal",479,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tenaska Central Alabama Generating Stn",55440,"AL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tenaska Frontier Generation Station",55062,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tenaska Gateway Generating Station",55132,"TX","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tenaska Georgia Generation Facility",55061,"GA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Tenaska Lindsay Hill Generating Station",55271,"AL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tenaska Virginia Generating Station",55439,"VA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tenet Hospital",50241,"TX","Commercial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Tenkiller Ferry",3004,"OK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tennessee Creek",2749,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tennessee Eastman Operations",50481,"TN","Industrial CHP","ST","BIT","Conventional Steam Coal"
"Tenth Street",583,"CT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Terminus Hydroelectric Project",54343,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Terra-Gen 251 Wind LLC",52161,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Terra-Gen Dixie Valley",52015,"NV","IPP Non-CHP","ST","GEO","Geothermal"
"Terra-Gen VG Wind LLC",56570,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Terror Lake Microgrid",71,"AK","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Terrora",724,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Terry Bundy Generating Station",7887,"NE","Electric Utility","CA, CT, IC","DFO, NG","Multiple"
"Tesla",7233,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tesoro Hawaii",10093,"HI","Industrial CHP","GT","JF","Petroleum Liquids"
"Tesoro Kenai Cogeneration Plant",52184,"AK","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Tesoro Mandan Cogeneration Plant",52133,"ND","Industrial CHP","ST","OG","Other Gases"
"Tesoro SLC Cogeneration Plant",56509,"UT","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Tesoro Wilmington Calciner",10601,"CA","Industrial CHP","ST","WH","All Other"
"Tessman Road",56113,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Texas City Plant Union Carbide",50153,"TX","Industrial CHP","GT, ST","NG, PUR","Multiple"
"Texas City Power Plant",52088,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Texas Petrochemicals",50229,"TX","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Texico Wind Ranch LP",57258,"NM","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"The Dalles",3895,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"The Mosaic Company, Plant City Facility",50371,"FL","Industrial CHP","ST","WH","All Other"
"Theodore Cogen Facility",7721,"AL","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Theresa Plant",10539,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Thermal Energy Development Part LP",10502,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Thermal Kem",56129,"SC","Electric Utility","IC","DFO","Petroleum Liquids"
"Thermalito",438,"CA","Electric Utility","HY, PS","WAT","Multiple"
"Thermalito Diverson Dam",7129,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Thermo Greeley",50709,"CO","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Thermo Power & Electric",50676,"CO","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Thetford",1719,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Thief River Falls",2014,"MN","Electric Utility","HY, IC","DFO, WAT","Multiple"
"Thiele Kaolin Reedy Creek",54849,"GA","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Thiele Kaolin Sandersville",54841,"GA","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Thomas A Smith Energy Facility",55382,"GA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Thomas C Ferguson",4937,"TX","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Thomas Fitzhugh",201,"AR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Thomas Hill",2168,"MO","Electric Utility","ST","SUB","Conventional Steam Coal"
"Thompson Falls",2195,"MT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Thomson",1901,"MN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Thomson Reuters Campus Bldg A-D",55133,"MN","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Thomson Reuters Data Center Bldg ES101",57207,"MN","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Thomson Reuters Data Center Bldg H",57208,"MN","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Thornapple",3988,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Thorne Bay Plant",7414,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Thornridge High School",55005,"IL","Commercial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Thornwood High School",55004,"IL","Commercial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Thorpe",2750,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Thousand Springs",820,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Three Forks Water Power Project",54308,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Three Mile Island",8011,"PA","IPP Non-CHP","ST","NUC","Nuclear"
"Threemile Canyon",56933,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Thundermist Hydro",54688,"RI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Thurlow Dam",19,"AL","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tiber Dam Hydroelectric Plant",56499,"MT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Ticona Polymers Inc",10243,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Ticonderoga Mill",54099,"NY","Industrial CHP","ST","RFO","Petroleum Liquids"
"Tiger Bay",7699,"FL","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Tiger Creek",287,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tillery",2714,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tillotson Rubber",50095,"NH","Industrial CHP","HY, IC, ST","DFO, WAT, WDS","Multiple"
"Tilton",7760,"IL","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Timberline Trail Gas Recovery",56525,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Tims Ford",3417,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Tipton",8106,"IA","Electric Utility","IC","DFO, NG","Multiple"
"Titus",3115,"PA","IPP Non-CHP","GT, ST","BIT, DFO","Multiple"
"Tiverton Power Plant",55048,"RI","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Toadtown",714,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Toca Plant",54705,"LA","Industrial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Tofteland Windfarm LLC",56202,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Togiak",6348,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Tok",406,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Toketee Falls",3040,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Toksook Bay",57067,"AK","Electric Utility","IC","JF","Petroleum Liquids"
"Toledo Bend",6595,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Toledo Ref Power Recovery Train",50965,"OH","Industrial CHP","OT","OG","Other Gases"
"Tolk",6194,"TX","Electric Utility","ST","SUB","Conventional Steam Coal"
"Tolna",3116,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Tom G Smith",673,"FL","Electric Utility","CA, CT, GT, IC, ST","DFO, NG","Multiple"
